param revenue :=
  [*,1] P1 5.04851136532215, P2 8.82968369035379, P3 8.56789919787368, P4 7.08687122238756, 
  [*,2504] P1 10.8142523689525, P2 6.85900349185318, P3 8.40119930952053, P4 5.54843021975599, 
  [*,2505] P1 9.82250999503373, P2 8.91033334154267, P3 5.29786049926068, P4 5.33363430195493, 
  [*,2506] P1 7.05635846438117, P2 7.35294812544335, P3 8.69951675642224, P4 6.60319673412964, 
  [*,2507] P1 7.57048015437872, P2 7.62482306696941, P3 6.46205441167595, P4 6.33427336129806, 
  [*,2508] P1 11.3070715116796, P2 7.85917968257091, P3 6.99520626445381, P4 5.86773906080092, 
  [*,2509] P1 8.39376911641734, P2 7.01494120347901, P3 9.51563223319149, P4 6.99297264235901, 
  [*,2510] P1 5.76420962341592, P2 6.0107697113796, P3 8.98663728854544, P4 8.07354204595945, 
  [*,2511] P1 9.14377734349045, P2 9.01415513438615, P3 7.88510457584331, P4 5.78927794938228, 
  [*,2512] P1 10.5336809722519, P2 7.12042794397625, P3 9.23446848926803, P4 6.07154639778743, 
  [*,2513] P1 9.81021537295936, P2 6.61009548776271, P3 7.60752594150976, P4 6.37346333791573, 
  [*,2514] P1 9.83445358884977, P2 5.99057890440616, P3 7.03852686834426, P4 6.62207696499814, 
  [*,2515] P1 10.0366263451482, P2 5.04350087601867, P3 8.11826307983641, P4 6.40064889535462, 
  [*,2516] P1 6.2735009086775, P2 9.85798553617715, P3 7.9544771521443, P4 6.14639665026202, 
  [*,2517] P1 7.83416521842786, P2 10.1450190452124, P3 6.09124067564981, P4 5.12789783659027, 
  [*,2518] P1 8.63193747901052, P2 8.86186706934559, P3 9.54962354762576, P4 6.64030403103272, 
  [*,2519] P1 8.58998404834255, P2 7.49514106561081, P3 9.37822077510044, P4 6.94491835698363, 
  [*,2520] P1 8.30695670116681, P2 9.96305852417169, P3 6.76752247750116, P4 5.40561935366389, 
  [*,2521] P1 8.38855772843088, P2 10.993889455104, P3 7.77526348840797, P4 5.40356883894977, 
  [*,2522] P1 10.9959415108003, P2 10.5748690246713, P3 8.07813032433927, P4 5.00653264043093, 
  [*,2523] P1 9.15334061946779, P2 7.0227996014971, P3 7.87563387147421, P4 5.92671039618405, 
  [*,2524] P1 6.53729551144833, P2 11.9746155247586, P3 6.16995848204624, P4 6.06201504334555, 
  [*,2525] P1 11.6468042272526, P2 7.18988288255405, P3 6.58530674625801, P4 5.77390404872407, 
  [*,2526] P1 11.3579908527678, P2 6.01692228998568, P3 8.53845913545175, P4 5.73186887316907, 
  [*,2527] P1 9.79960077127989, P2 6.75614023699041, P3 7.62764435270165, P4 6.26368715148663, 
  [*,2528] P1 9.6747899050746, P2 5.75463455284744, P3 8.70517996201209, P4 7.09471454776949, 
  [*,2529] P1 11.3561961584824, P2 10.0675305138309, P3 5.95605268030811, P4 5.01189316600327, 
  [*,2530] P1 7.17342737140502, P2 9.23891028733825, P3 6.48771792490355, P4 6.12481878323089, 
  [*,2531] P1 11.2500162741965, P2 8.73907986670599, P3 7.56922957673245, P4 5.66832376685079, 
  [*,2532] P1 7.84781532726196, P2 6.10425203514613, P3 10.4170572920952, P4 7.07973953739802, 
  [*,2533] P1 10.674071178457, P2 11.4424066551526, P3 5.2764338129609, P4 5.62506628003955, 
  [*,2534] P1 5.76528295844177, P2 10.4185927188454, P3 5.86355830927946, P4 6.26772626781561, 
  [*,2535] P1 9.28099600206127, P2 10.55618934453, P3 5.32647386040367, P4 5.29515440553203, 
  [*,2536] P1 8.47292546713724, P2 8.67635059521378, P3 6.81305172053971, P4 6.25741222107711, 
  [*,2537] P1 10.3179047830522, P2 5.349977435477, P3 7.85742622423632, P4 6.4705663131667, 
  [*,2538] P1 6.05424565588166, P2 6.61501322829772, P3 8.76071344684816, P4 6.57457382457066, 
  [*,2539] P1 9.78908545870485, P2 9.53101582393911, P3 6.90250652738315, P4 6.09372594857873, 
  [*,2540] P1 7.42922414563468, P2 8.95008531767911, P3 5.38478605626887, P4 6.3827257203531, 
  [*,2541] P1 11.9351315817299, P2 8.23654410840847, P3 5.73680334299436, P4 5.17813895257186, 
  [*,2542] P1 9.0234889421481, P2 8.38961297586893, P3 5.52073522857115, P4 5.7576912605764, 
  [*,2543] P1 9.42210619113929, P2 8.83114242001245, P3 5.46762504482974, P4 5.18421174283075, 
  [*,2544] P1 11.1135375287971, P2 8.21052674721037, P3 5.77001669190392, P4 5.16600677347466, 
  [*,2545] P1 10.8170555269873, P2 6.54917458523628, P3 7.54095992542753, P4 6.26503218761894, 
  [*,2546] P1 11.6291476306696, P2 10.5128135999901, P3 5.61325271884719, P4 5.59948130999001, 
  [*,2547] P1 11.6962873995009, P2 5.176993105997, P3 8.98066241161444, P4 6.48205721850613, 
  [*,2548] P1 7.70075176057147, P2 9.86179175765677, P3 6.11987073323948, P4 5.98764575330501, 
  [*,2549] P1 9.33473858245919, P2 9.93429772372293, P3 5.85265652869143, P4 5.31866221205278, 
  [*,2550] P1 10.58380251227, P2 9.64298308377337, P3 8.62576476152597, P4 5.51078561526008, 
  [*,2551] P1 9.8099392775951, P2 8.59721864963822, P3 7.34116518694419, P4 6.40873097060466, 
  [*,2552] P1 7.89083519474637, P2 10.3088023635908, P3 6.7341641007578, P4 6.02542601794787, 
  [*,2553] P1 9.19028364928711, P2 7.25572388248189, P3 6.0801901666698, P4 5.7406488338808, 
  [*,2554] P1 8.71396187053696, P2 7.16512490808709, P3 6.17844460046601, P4 5.7617093518215, 
  [*,2555] P1 7.99836720124676, P2 9.97711413559147, P3 5.85482137066855, P4 6.137513121113, 
  [*,2556] P1 8.85573432931912, P2 6.62726732890105, P3 8.14169792376977, P4 6.21724584695322, 
  [*,2557] P1 11.2479730250595, P2 5.57306872822618, P3 9.12159955956531, P4 6.25448917862557, 
  [*,2558] P1 6.01886939039048, P2 7.96609859405504, P3 7.39053071912586, P4 6.72312538457718, 
  [*,2559] P1 5.7255243166244, P2 6.31449735200302, P3 8.58063395215212, P4 6.60189163946067, 
  [*,2560] P1 11.3928435862341, P2 11.0420059624767, P3 7.11546328980891, P4 5.97173720646563, 
  [*,2561] P1 7.6165302902221, P2 7.31169300745295, P3 8.09551571592344, P4 7.29435965059583, 
  [*,2562] P1 8.29876464004984, P2 8.5298299533854, P3 7.80320771011102, P4 6.32046133319226, 
  [*,2563] P1 9.62051591281183, P2 8.97005193073762, P3 5.71784799357949, P4 6.10726355355044, 
  [*,2564] P1 10.7827538876541, P2 6.32938000493187, P3 7.65206320312556, P4 5.69931535681396, 
  [*,2565] P1 7.70040195729061, P2 8.30582470646746, P3 8.49780002319306, P4 6.37872390643722, 
  [*,2566] P1 9.0658525042975, P2 11.5582680888967, P3 5.80382518903662, P4 5.57236811117178, 
  [*,2567] P1 6.439454277263, P2 8.02500802988023, P3 6.39290774680354, P4 6.63363961032085, 
  [*,2568] P1 11.0770370963555, P2 8.757559580358, P3 6.15950901516691, P4 5.74739726059762, 
  [*,2569] P1 5.78636700430406, P2 9.44098767774115, P3 6.36860573010693, P4 6.22749062924548, 
  [*,2570] P1 8.49503135910191, P2 6.05914531235981, P3 9.13061364867927, P4 7.17663213420362, 
  [*,2571] P1 7.30034888049466, P2 7.82926076126116, P3 8.44066191766196, P4 6.19587832103365, 
  [*,2572] P1 5.95353411304223, P2 8.10901906837961, P3 6.75082372977026, P4 6.81787355347631, 
  [*,2573] P1 8.07062569118427, P2 6.55838826194692, P3 10.1086392444314, P4 6.0723418740221, 
  [*,2574] P1 7.02317209695191, P2 7.79594249102183, P3 7.71140987152171, P4 6.83921872547362, 
  [*,2575] P1 9.32984643038602, P2 11.0711460166202, P3 7.12758316395347, P4 5.93251246778472, 
  [*,2576] P1 10.6683460657276, P2 10.5014622260125, P3 6.5030254564565, P4 5.52338358784198, 
  [*,2577] P1 6.60195272263374, P2 8.41324344966132, P3 5.82099080367489, P4 6.39998428876454, 
  [*,2578] P1 9.3082584305113, P2 8.49800695937109, P3 7.82264043042968, P4 5.58188037374479, 
  [*,2579] P1 5.33216245478078, P2 10.4749721296757, P3 7.43258035719682, P4 6.37311272416575, 
  [*,2580] P1 11.9003219519764, P2 9.72889885955654, P3 5.82685641846296, P4 5.61379605951244, 
  [*,2581] P1 10.8775868799063, P2 5.69083681652427, P3 9.56323308677419, P4 5.98491104511999, 
  [*,2582] P1 5.76903827259166, P2 11.9475226122729, P3 5.61019460197541, P4 6.39429429888066, 
  [*,2583] P1 5.41475235657325, P2 7.8295715466934, P3 5.47757186741377, P4 6.75999972438143, 
  [*,2584] P1 6.05386058104065, P2 6.96356043306168, P3 5.93952928262642, P4 7.47061840967353, 
  [*,2585] P1 11.6831622662806, P2 7.15841187544128, P3 7.15140784813918, P4 5.94358863662635, 
  [*,2586] P1 5.83614131209455, P2 8.6835311533478, P3 7.79387586593915, P4 6.81659004347214, 
  [*,2587] P1 11.422996180623, P2 7.32193563081558, P3 9.63249967159416, P4 5.71198823587986, 
  [*,2588] P1 5.81631094546959, P2 7.89611299537222, P3 8.94558233543688, P4 7.09641031168486, 
  [*,2589] P1 9.0009796202828, P2 10.3449255336337, P3 6.9290741349613, P4 5.6645099060614, 
  [*,2590] P1 7.56043068042606, P2 5.68693708599753, P3 7.05083801889567, P4 6.84516111704944, 
  [*,2591] P1 9.20138360692489, P2 7.01532187646574, P3 5.87469046640807, P4 6.89112863330755, 
  [*,2592] P1 6.40797948098005, P2 9.12816555662676, P3 7.28482168940231, P4 7.11903517872196, 
  [*,2593] P1 6.28656143676941, P2 5.02855010383268, P3 8.28608949599626, P4 7.33741571245464, 
  [*,2594] P1 10.749611109357, P2 7.86575133644085, P3 7.45108653098063, P4 5.79647766123738, 
  [*,2595] P1 11.9017026080114, P2 6.50110223673751, P3 8.66307415250936, P4 6.14763258226572, 
  [*,2596] P1 5.71675556409921, P2 8.53566904443548, P3 6.32588501576865, P4 7.39421888008056, 
  [*,2597] P1 8.57834881915463, P2 6.88236813935752, P3 6.86980802215807, P4 5.93284135575535, 
  [*,2598] P1 6.69100735300743, P2 6.74751363225423, P3 7.50038670162431, P4 6.59674149676459, 
  [*,2599] P1 11.0551871733776, P2 8.13718692896551, P3 6.30421494363358, P4 5.32850788972558, 
  [*,2600] P1 6.42274915473959, P2 9.15626417243327, P3 5.70576832195904, P4 6.47827603700928, 
  [*,2601] P1 7.79613592259005, P2 10.1936414703875, P3 5.40799717540461, P4 6.18840174496434, 
  [*,2602] P1 9.88576441340464, P2 10.3538063486376, P3 5.84472148161912, P4 5.30355732947721, 
  [*,2603] P1 7.84798238345783, P2 8.0463426991078, P3 8.73389527382825, P4 6.82570483549769, 
  [*,2604] P1 7.88502700252633, P2 9.41678806863976, P3 7.90318136991805, P4 5.33855715383364, 
  [*,2605] P1 8.29290505800211, P2 6.15488714692568, P3 9.28910067719563, P4 6.1156917885433, 
  [*,2606] P1 10.4362890863855, P2 8.22168550834172, P3 8.33208251825764, P4 5.78350532753393, 
  [*,2607] P1 7.57286757841147, P2 8.8152292893557, P3 7.54296442804559, P4 6.27602315891394, 
  [*,2608] P1 7.29857001442924, P2 8.62893995946092, P3 5.23444278322949, P4 6.68033831147337, 
  [*,2609] P1 6.55767166983657, P2 5.94272762874005, P3 7.89186845351233, P4 7.04591504843796, 
  [*,2610] P1 10.6503942613914, P2 6.37636892302945, P3 7.64028874288943, P4 6.08060555033363, 
  [*,2611] P1 7.62938779549333, P2 11.7849689290126, P3 6.74687412362142, P4 6.11854476927386, 
  [*,2612] P1 7.52071888845283, P2 7.81686578175752, P3 8.81397897513586, P4 6.32294371128432, 
  [*,2613] P1 9.5959560207675, P2 7.34374902301923, P3 6.93244204623579, P4 6.0686016383006, 
  [*,2614] P1 8.14534625483803, P2 8.39359695005624, P3 6.71629710748943, P4 5.61239943570516, 
  [*,2615] P1 11.0218173758336, P2 6.47069008974799, P3 5.63469386855582, P4 6.14549536880387, 
  [*,2616] P1 11.1260468561009, P2 6.42979128215633, P3 9.09752720349369, P4 5.9273469437714, 
  [*,2617] P1 10.0569424478877, P2 7.95103707867669, P3 7.14682774874126, P4 6.58276331588551, 
  [*,2618] P1 7.57510503610948, P2 11.2287643192364, P3 6.10361975580334, P4 5.68367190503466, 
  [*,2619] P1 11.9027438669968, P2 10.4893327785168, P3 6.07111823794376, P4 5.59605757020324, 
  [*,2620] P1 7.04050594838552, P2 8.33913032506596, P3 9.58267281519714, P4 6.58867771386301, 
  [*,2621] P1 9.70493001233887, P2 6.68322345505357, P3 5.75999051851536, P4 6.55787355092767, 
  [*,2622] P1 10.6983125609207, P2 6.66489548496829, P3 5.81154007129056, P4 6.46516043390168, 
  [*,2623] P1 9.90225044097825, P2 6.55033071484683, P3 8.01427674294386, P4 6.0155962618765, 
  [*,2624] P1 9.800383379354, P2 8.48701232336056, P3 6.87941828065848, P4 5.23810470926502, 
  [*,2625] P1 6.66848715757355, P2 8.32975167135754, P3 6.9819226928292, P4 8.07500907214359, 
  [*,2626] P1 5.89485201936216, P2 11.3799035809947, P3 8.43679003770277, P4 6.17338358394351, 
  [*,2627] P1 6.72052979756915, P2 7.71457143253773, P3 8.15466446349416, P4 6.70723034029252, 
  [*,2628] P1 10.9192780181891, P2 5.04078874088699, P3 7.79494191918866, P4 5.94165392225293, 
  [*,2629] P1 7.72082608169729, P2 8.18107792294846, P3 7.59395488351237, P4 6.14377399944507, 
  [*,2630] P1 6.04864779067478, P2 5.71301828708685, P3 10.5180837205445, P4 7.25790874231073, 
  [*,2631] P1 7.30795784533418, P2 5.05026458518395, P3 10.0836338435807, P4 6.81833417600162, 
  [*,2632] P1 10.062889955691, P2 5.93063812208542, P3 7.74643296238977, P4 5.77400273030283, 
  [*,2633] P1 6.55644333541397, P2 8.31065881137438, P3 9.52258183016817, P4 6.75747740839315, 
  [*,2634] P1 9.93759560243891, P2 6.6990395527708, P3 8.66812897434654, P4 6.45813704756658, 
  [*,2635] P1 6.81543586486603, P2 6.94312441849939, P3 6.85369942297981, P4 6.50079456285347, 
  [*,2636] P1 7.52655892698174, P2 9.50820744489982, P3 6.20722178438099, P4 5.936110927104, 
  [*,2637] P1 6.35519895395356, P2 9.88833192338904, P3 5.86938950329984, P4 6.73805229338845, 
  [*,2638] P1 10.6647836831643, P2 9.01748970882291, P3 7.03284468664797, P4 5.3667877870078, 
  [*,2639] P1 7.59507560331386, P2 5.441557849296, P3 8.59360754645466, P4 7.1882054310966, 
  [*,2640] P1 8.369772079997, P2 6.63393435575788, P3 9.29073505749532, P4 6.19347191221588, 
  [*,2641] P1 8.51227345427022, P2 5.71147904822406, P3 9.06151388097987, P4 7.14168163807172, 
  [*,2642] P1 6.34477652711582, P2 9.94540022422349, P3 8.23394360074782, P4 6.93459890330177, 
  [*,2643] P1 5.99074203589932, P2 6.52464852420103, P3 7.77813539254885, P4 6.2934108812742, 
  [*,2644] P1 7.4282058246415, P2 8.96233359964324, P3 5.51317982261504, P4 6.12997263252196, 
  [*,2645] P1 6.64803080774246, P2 6.08527634131861, P3 9.43028505092485, P4 7.33524051772268, 
  [*,2646] P1 8.61128050539115, P2 11.7319559869285, P3 5.36292405303807, P4 5.37059527515386, 
  [*,2647] P1 9.93444391793862, P2 6.29811824051402, P3 8.01004032968586, P4 6.20513159007555, 
  [*,2648] P1 8.93961004167955, P2 8.29100082156385, P3 8.64747473996724, P4 6.18188700544398, 
  [*,2649] P1 5.48520883512248, P2 9.01557278191918, P3 9.120785599965, P4 6.78136526814395, 
  [*,2650] P1 5.3048549055205, P2 6.71081126186406, P3 6.9788391340617, P4 6.79227941076515, 
  [*,2651] P1 5.65714548781834, P2 6.19844356632056, P3 7.28620681028706, P4 6.92339548871094, 
  [*,2652] P1 11.2608795841389, P2 8.04545924218917, P3 6.71531691630594, P4 5.25462150576304, 
  [*,2653] P1 10.4727969305064, P2 9.41527061829883, P3 5.95003462365344, P4 6.18234741690122, 
  [*,2654] P1 6.89497907163805, P2 5.39238266708247, P3 6.75679561061998, P4 6.33160762571737, 
  [*,2655] P1 11.008457723761, P2 9.75579869211393, P3 6.20412451350265, P4 5.53567225324611, 
  [*,2656] P1 10.8667507449401, P2 6.01055375722981, P3 5.86376788984979, P4 5.45028731810149, 
  [*,2657] P1 5.57293856239969, P2 9.74419068854556, P3 6.95048473725708, P4 6.53707640131741, 
  [*,2658] P1 8.14818264169033, P2 5.85619863065445, P3 9.80129150448364, P4 5.83439679957241, 
  [*,2659] P1 9.30449492256458, P2 9.06005121579842, P3 6.07739380725273, P4 5.67065745539418, 
  [*,2660] P1 5.44732890227518, P2 8.96904629877938, P3 8.53137517619729, P4 6.80552163012477, 
  [*,2661] P1 6.40542576186088, P2 9.79069899451105, P3 6.3462745684196, P4 5.99642841183104, 
  [*,2662] P1 10.2868169457429, P2 8.43868270892987, P3 6.60030224891843, P4 5.72687440061738, 
  [*,2663] P1 8.26975293972098, P2 8.41672344906331, P3 5.98296350061454, P4 6.09511443579176, 
  [*,2664] P1 8.04418680282942, P2 7.79495164785163, P3 7.404609949047, P4 6.20939713227292, 
  [*,2665] P1 7.40574697557641, P2 8.73407618130137, P3 7.42602214462676, P4 6.76157878152305, 
  [*,2666] P1 9.55236993973651, P2 5.17059543688645, P3 10.0658745526371, P4 6.48373125589598, 
  [*,2667] P1 9.89027451561365, P2 7.92860045473152, P3 6.42361100362892, P4 5.72975214013094, 
  [*,2668] P1 6.65656571643871, P2 10.0231838778596, P3 6.55753096145113, P4 7.00532770370274, 
  [*,2669] P1 7.483888516799, P2 8.35843506260694, P3 7.36374986056214, P4 5.71364890289713, 
  [*,2670] P1 10.4149195760277, P2 7.97742287914698, P3 8.4999467697737, P4 6.57782165741231, 
  [*,2671] P1 8.47223795725048, P2 8.19742451236076, P3 6.46708461058043, P4 5.63006310083783, 
  [*,2672] P1 10.4394676240555, P2 7.00453041497895, P3 6.77786990023666, P4 5.66624850162834, 
  [*,2673] P1 11.3611120906481, P2 7.75559203600639, P3 8.77064402212666, P4 5.75502955994277, 
  [*,2674] P1 7.55499593346204, P2 11.0493438709502, P3 5.56248548238558, P4 5.82800114800616, 
  [*,2675] P1 11.1607336049674, P2 7.54037561265506, P3 9.19704121088225, P4 6.48760020596118, 
  [*,2676] P1 10.2488832580982, P2 5.43614284432946, P3 9.84489568673235, P4 5.31969777813708, 
  [*,2677] P1 8.43028974112172, P2 8.42692608224323, P3 5.92770014801122, P4 6.44832234536397, 
  [*,2678] P1 5.82959482584825, P2 7.24554071357356, P3 7.82441852225593, P4 6.703396774277, 
  [*,2679] P1 10.7474505984691, P2 5.27881083687491, P3 10.135634338572, P4 5.91603681571048, 
  [*,2680] P1 8.36460550927596, P2 10.4045951660931, P3 6.2053707056445, P4 5.83464655667211, 
  [*,2681] P1 8.47851311919844, P2 5.16097843838401, P3 9.23121450507131, P4 6.70459230116571, 
  [*,2682] P1 5.91310541480168, P2 10.4189782504808, P3 6.92588729993406, P4 5.40048338665963, 
  [*,2683] P1 7.48343441026564, P2 9.36691475002394, P3 8.69483226393466, P4 6.43781238465273, 
  [*,2684] P1 5.01099747550933, P2 10.0384235437772, P3 9.01850056944394, P4 6.63955377550754, 
  [*,2685] P1 7.37544628799724, P2 9.62927706237138, P3 6.6225223599771, P4 6.36047847993435, 
  [*,2686] P1 8.80236326612054, P2 5.38868358133051, P3 9.77351266011955, P4 6.6684640689036, 
  [*,2687] P1 8.29307948886907, P2 5.42184579825299, P3 8.1684028521487, P4 6.91750115051722, 
  [*,2688] P1 5.40618355769017, P2 5.67019775580902, P3 8.82040319135794, P4 7.02544910970352, 
  [*,2689] P1 7.95549098778434, P2 6.36407770533013, P3 9.04333352750355, P4 6.59332107376056, 
  [*,2690] P1 6.96345960060433, P2 5.9231996700659, P3 5.16726993648959, P4 6.08339440277642, 
  [*,2691] P1 10.5303597163216, P2 7.71799279470437, P3 7.88669266886313, P4 6.6404248293415, 
  [*,2692] P1 10.7924024126703, P2 7.40365817504672, P3 6.37093905664442, P4 5.30358107673303, 
  [*,2693] P1 7.94198668379135, P2 6.12148292176788, P3 9.50614189538555, P4 5.48866877470783, 
  [*,2694] P1 10.2311546364808, P2 6.49547486436557, P3 7.54592041822333, P4 6.04610742208751, 
  [*,2695] P1 10.0092122476639, P2 6.84356297869469, P3 6.66830143839212, P4 5.78923976977961, 
  [*,2696] P1 5.45057997126267, P2 11.9325477509554, P3 6.01554665663824, P4 6.11154148450703, 
  [*,2697] P1 9.83658641924091, P2 5.19960980428459, P3 7.84603164258516, P4 5.99848891170224, 
  [*,2698] P1 6.92740602102985, P2 7.82158038868549, P3 8.99242053523508, P4 6.59452642189475, 
  [*,2699] P1 10.1853309682977, P2 5.49294732028377, P3 9.94087546689519, P4 6.81342074386211, 
  [*,2700] P1 11.4579688062393, P2 7.93787309153757, P3 6.50232750662857, P4 5.39744255458424, 
  [*,2701] P1 8.07474283887888, P2 11.1860091961266, P3 5.12048328352458, P4 5.36987946208309, 
  [*,2702] P1 9.86762673233043, P2 8.7801851744296, P3 7.19677349608131, P4 6.49738697341983, 
  [*,2703] P1 7.15088386716594, P2 11.0810219874436, P3 8.16023000688962, P4 6.47347241109115, 
  [*,2704] P1 5.96621596482807, P2 7.20674508044411, P3 8.53573686023271, P4 7.68869207744441, 
  [*,2705] P1 6.18603951488753, P2 8.33740953073795, P3 8.04804538008396, P4 6.22112842023453, 
  [*,2706] P1 7.34167381507658, P2 11.8723377193642, P3 7.72024505651837, P4 5.46977381339551, 
  [*,2707] P1 8.10540529485524, P2 6.57825827221542, P3 9.13258359422316, P4 6.83181715214069, 
  [*,2708] P1 5.29834000487824, P2 10.3776336367442, P3 6.84968540668304, P4 6.09941896394669, 
  [*,2709] P1 10.4841277815274, P2 9.48987469309863, P3 5.65023445925914, P4 5.33116866087687, 
  [*,2710] P1 7.27615626707265, P2 6.31133604102057, P3 8.90547261206544, P4 6.12571331744488, 
  [*,2711] P1 7.52153679864852, P2 6.51110259682255, P3 8.52282132710038, P4 6.93862977927853, 
