param revenue :=
  [*,1] P1 7.49203628371034, P2 7.54716551370978, P3 8.62885703549665, P4 6.65308821662005, 
  [*,1764] P1 9.50388756941855, P2 9.30273932171445, P3 6.32229298445249, P4 5.38552072885643, 
  [*,1765] P1 10.484202467233, P2 6.61993818231744, P3 7.47651226153316, P4 6.65846578375119, 
  [*,1766] P1 9.86120811965051, P2 8.12237623648469, P3 7.45072908461516, P4 6.65329050983556, 
  [*,1767] P1 6.45696459516011, P2 8.20822027849273, P3 6.46109146509519, P4 6.62001503109325, 
  [*,1768] P1 9.95847141390885, P2 8.46871513467233, P3 5.84308546051744, P4 5.67536688921121, 
  [*,1769] P1 10.3169465084834, P2 5.40561123326074, P3 8.18039483946447, P4 5.60633288684396, 
  [*,1770] P1 7.05203026474059, P2 8.11292772146829, P3 8.31107798666548, P4 6.05477242822139, 
  [*,1771] P1 9.1023193859662, P2 6.83578349346608, P3 7.77732810434082, P4 5.96498660516116, 
  [*,1772] P1 6.46133163492571, P2 6.74532644595478, P3 6.60207960002448, P4 6.97605405468666, 
  [*,1773] P1 9.52697521677843, P2 8.56568439690121, P3 8.02119085261911, P4 5.75395219112946, 
  [*,1774] P1 8.0930108913897, P2 5.69844124401367, P3 6.43467351301278, P4 6.61463286676646, 
  [*,1775] P1 11.7621804354213, P2 5.08837741134863, P3 10.1241449079066, P4 6.10442592136409, 
  [*,1776] P1 8.04823594733676, P2 10.9154545079477, P3 6.14376033427245, P4 5.57528235109697, 
  [*,1777] P1 6.76389230051485, P2 6.45333838292838, P3 6.24462319956513, P4 7.00185396665525, 
  [*,1778] P1 10.5121199198638, P2 5.70659886089161, P3 7.07278129918466, P4 6.48718163309612, 
  [*,1779] P1 9.23495379394702, P2 11.2656798965294, P3 6.17365752963123, P4 5.51166113827729, 
  [*,1780] P1 5.13078501629713, P2 9.31182244445517, P3 8.15928443315928, P4 6.3832622427153, 
  [*,1781] P1 10.1611785909373, P2 8.94024951509433, P3 5.63925629584456, P4 5.55792340875417, 
  [*,1782] P1 6.90920163370465, P2 7.72179210876231, P3 7.25662439482288, P4 6.12243446666179, 
  [*,1783] P1 9.07056688652814, P2 7.73253938617994, P3 6.81349586670649, P4 6.13255853556721, 
  [*,1784] P1 7.91823181874275, P2 9.77403941192246, P3 5.70567036350292, P4 5.30184637336201, 
  [*,1785] P1 6.27796711721497, P2 8.65142968263803, P3 7.92173602533427, P4 5.40606453881008, 
  [*,1786] P1 9.78085206760736, P2 10.1743323403294, P3 5.41161323774705, P4 5.87430256889769, 
  [*,1787] P1 10.64095933968, P2 5.99291249430244, P3 8.61541843818806, P4 5.62956866856308, 
  [*,1788] P1 5.89795514709636, P2 11.326973116137, P3 7.57477240314763, P4 5.79478739982766, 
  [*,1789] P1 6.83996489296112, P2 10.9329272162921, P3 5.52794706315875, P4 6.4113398352572, 
  [*,1790] P1 9.51370947571266, P2 9.23447435087808, P3 7.01348791776837, P4 5.57983709754198, 
  [*,1791] P1 7.22496287580334, P2 10.9450057094959, P3 7.47123400976306, P4 6.69709384630455, 
  [*,1792] P1 7.07445001589817, P2 6.72177878628992, P3 9.56105323875187, P4 6.65125837382336, 
  [*,1793] P1 7.45997702179521, P2 7.81037820035783, P3 7.49148824610238, P4 6.50234298548479, 
  [*,1794] P1 8.37083612730279, P2 8.33316791051991, P3 6.22281454318959, P4 5.10244096661509, 
  [*,1795] P1 7.05178447322444, P2 6.61058995143708, P3 5.57309751722347, P4 6.78764828532788, 
  [*,1796] P1 9.06484875165796, P2 6.0209148962646, P3 9.24437449882706, P4 6.04393064350376, 
  [*,1797] P1 11.1516559686627, P2 8.88799007697685, P3 7.45797208940279, P4 5.6402156832987, 
  [*,1798] P1 11.1137854804774, P2 9.96301874075308, P3 5.77188207336396, P4 5.30647385065764, 
  [*,1799] P1 7.23325645422492, P2 9.58480400852459, P3 6.14482887421768, P4 6.50678575856386, 
  [*,1800] P1 6.79121395968007, P2 5.89423145183658, P3 6.50141599188578, P4 6.5351671855296, 
  [*,1801] P1 11.1230464137712, P2 7.69290762488799, P3 6.65795224552611, P4 5.77206305104725, 
  [*,1802] P1 8.85071833381931, P2 9.0854075828129, P3 6.61225798609181, P4 5.06344401732449, 
  [*,1803] P1 7.75764825279433, P2 7.12997443573862, P3 10.0497945562312, P4 6.82067307125332, 
  [*,1804] P1 7.73139950911878, P2 8.02238190997791, P3 9.80395357599355, P4 6.13232054069715, 
  [*,1805] P1 11.219543071651, P2 9.30322629681983, P3 7.28938774594991, P4 6.4545623239368, 
  [*,1806] P1 6.55451813943317, P2 9.4951376197307, P3 6.48283319496683, P4 6.58191359127752, 
  [*,1807] P1 9.46852954477449, P2 8.81564550025816, P3 7.01121592911175, P4 5.51200520761208, 
  [*,1808] P1 8.64488418172615, P2 5.90495617292551, P3 8.29711587760738, P4 5.91571182586543, 
  [*,1809] P1 10.9552480216098, P2 8.25045935714264, P3 6.33178406438156, P4 5.73996194361499, 
  [*,1810] P1 8.50362573948855, P2 8.65676125538579, P3 6.72272730266281, P4 6.01852829057878, 
  [*,1811] P1 9.36368900396349, P2 7.79052563829381, P3 7.33904834315812, P4 6.17913499194955, 
  [*,1812] P1 8.15988637556064, P2 7.16749581046646, P3 8.72579245546079, P4 5.6085317252039, 
  [*,1813] P1 10.6470295072385, P2 5.85028216569915, P3 7.9928928000384, P4 5.45325004514948, 
  [*,1814] P1 7.56788950085554, P2 9.60179358714114, P3 5.5606170141075, P4 6.45484649337818, 
  [*,1815] P1 8.10349691226764, P2 6.8388062066728, P3 5.71598605495491, P4 7.23322072895011, 
  [*,1816] P1 5.76156325144726, P2 11.0632535904019, P3 5.69514236945662, P4 5.76062370885078, 
  [*,1817] P1 9.18365039481622, P2 7.93335224033245, P3 7.28816124329772, P4 6.31441867938964, 
  [*,1818] P1 7.28461963106467, P2 9.41715942081496, P3 7.99587214305355, P4 6.05140784314922, 
  [*,1819] P1 8.35651784295779, P2 9.22277387085501, P3 6.55682264462224, P4 5.6919834390461, 
  [*,1820] P1 7.54011998322344, P2 11.7455713670765, P3 9.03755709848207, P4 6.29871195353249, 
  [*,1821] P1 9.54419741405689, P2 5.02914543872965, P3 9.35185752523414, P4 6.29539190421372, 
  [*,1822] P1 5.33902065251254, P2 7.9187903430642, P3 7.91499760246788, P4 7.2524675019176, 
  [*,1823] P1 10.9914476056949, P2 6.64033725908129, P3 9.8372165118675, P4 5.34563761594981, 
  [*,1824] P1 9.0879647503166, P2 7.73024029499132, P3 5.35824875886668, P4 6.61824183252011, 
  [*,1825] P1 10.714563613935, P2 11.9137774261865, P3 6.68323834054152, P4 5.30727814129469, 
  [*,1826] P1 9.70674696958425, P2 10.1351965317114, P3 7.73411686830316, P4 5.33204935437507, 
  [*,1827] P1 6.63814830144583, P2 8.5477648467731, P3 10.2279757351573, P4 7.0843075812365, 
  [*,1828] P1 5.43380873357329, P2 9.38609728132208, P3 7.60765988427893, P4 6.49130902996671, 
  [*,1829] P1 7.98551139471639, P2 8.30370905994048, P3 7.42222594120993, P4 5.74234717748213, 
  [*,1830] P1 7.58305025352249, P2 8.04095275005961, P3 5.06000759824603, P4 5.70522690762994, 
  [*,1831] P1 5.0289843419712, P2 5.28731267194662, P3 9.78991681422625, P4 8.16384313251595, 
  [*,1832] P1 6.28428325540015, P2 9.95520191437597, P3 6.33601960547527, P4 6.12875370106952, 
  [*,1833] P1 10.190583655403, P2 10.2169261561433, P3 7.50621012246905, P4 5.36790207907937, 
  [*,1834] P1 7.11002012030439, P2 11.0078688018232, P3 8.33234148224947, P4 6.27244626024517, 
  [*,1835] P1 9.75599477246833, P2 10.2327874016528, P3 8.54063755277066, P4 5.48219826667252, 
  [*,1836] P1 6.47074358728998, P2 9.47829064872757, P3 8.45538853905806, P4 6.31733636455396, 
  [*,1837] P1 8.02901563358737, P2 8.79210311522223, P3 8.24422869317964, P4 5.50115166814583, 
  [*,1838] P1 7.57488078381065, P2 11.165324659133, P3 5.49409246233354, P4 5.99228058608536, 
  [*,1839] P1 11.8913419190501, P2 9.80393989958973, P3 7.78760801068747, P4 5.41218969576387, 
  [*,1840] P1 8.38154779656343, P2 5.62936654227555, P3 7.36571583696716, P4 6.51144261758255, 
  [*,1841] P1 6.98970178739188, P2 7.45041693531467, P3 6.3507426034649, P4 5.96530814901408, 
  [*,1842] P1 8.73175693922368, P2 6.62612336378989, P3 8.20658697615904, P4 6.79245185967625, 
  [*,1843] P1 10.0942132805374, P2 8.60101397173904, P3 7.09757434058656, P4 5.82949029295212, 
  [*,1844] P1 10.919970510443, P2 5.31949951151801, P3 7.94768178399828, P4 5.50566364361858, 
  [*,1845] P1 8.83592518874605, P2 9.00719120917988, P3 7.10066902144639, P4 5.59177409759914, 
  [*,1846] P1 11.5281063757112, P2 11.1212082176576, P3 5.92391549704444, P4 5.50117757968798, 
  [*,1847] P1 11.9823032899616, P2 8.4818875918485, P3 8.34419368436554, P4 5.22041886128977, 
  [*,1848] P1 9.85347176292475, P2 7.44951817183731, P3 7.14688779598387, P4 5.07500602546442, 
  [*,1849] P1 8.72737275661608, P2 10.0916967327371, P3 5.34418878371038, P4 5.18278824137617, 
  [*,1850] P1 10.3208619767975, P2 7.57616291133771, P3 7.00394007485795, P4 5.68896654825567, 
  [*,1851] P1 5.11939116180858, P2 9.05900373105447, P3 8.09277836399668, P4 6.23185831168196, 
  [*,1852] P1 5.72673965360983, P2 6.89879475156945, P3 8.69167073111687, P4 6.88927018823187, 
  [*,1853] P1 9.74600662395901, P2 9.42655802847117, P3 7.63533169124047, P4 5.74139849440145, 
  [*,1854] P1 10.4624382155528, P2 8.78214023098942, P3 5.6170067872388, P4 6.3885878879975, 
  [*,1855] P1 9.16383221432431, P2 10.9741424757039, P3 6.30875543933791, P4 5.41304854092891, 
  [*,1856] P1 8.84856277457605, P2 8.92980512816767, P3 7.53021622219089, P4 6.12916882429861, 
  [*,1857] P1 10.074701142182, P2 5.31192514392688, P3 9.7429279598715, P4 7.01831074223221, 
  [*,1858] P1 11.1150182517375, P2 5.03907142701209, P3 6.78695414277864, P4 5.07199862316121, 
  [*,1859] P1 5.88451698228588, P2 5.54371295687147, P3 8.94143676945915, P4 6.78073813902197, 
  [*,1860] P1 5.70139249767902, P2 6.7834410758535, P3 8.83071723743712, P4 7.22099367598189, 
  [*,1861] P1 9.97375059227574, P2 7.72541690696026, P3 8.14215485362929, P4 6.1091993089693, 
  [*,1862] P1 8.33683515814361, P2 5.7924056098494, P3 10.774907935197, P4 6.41968689223712, 
  [*,1863] P1 6.45689300348968, P2 7.37265607805426, P3 7.24071238105262, P4 6.79591465291063, 
  [*,1864] P1 5.83465717869603, P2 10.3016349483625, P3 7.46349273694637, P4 6.38115228054548, 
  [*,1865] P1 9.90574514436758, P2 11.1036511170499, P3 5.79044937163695, P4 5.73829559495117, 
  [*,1866] P1 9.92148467368072, P2 8.18600676126793, P3 7.33552535339098, P4 6.10849091363438, 
  [*,1867] P1 5.88137302123152, P2 8.98544768011396, P3 5.24492968835726, P4 6.7622970462515, 
  [*,1868] P1 6.39408847210103, P2 6.58217831202747, P3 9.08618652660182, P4 6.47906432145441, 
  [*,1869] P1 10.1614324116438, P2 7.0809382543482, P3 8.59555498781513, P4 5.82642225259213, 
  [*,1870] P1 6.12258918519895, P2 7.00101985246901, P3 7.64423846110093, P4 6.89042024199903, 
  [*,1871] P1 5.93478978896347, P2 10.6355213208245, P3 5.46735664564937, P4 6.02302260134239, 
  [*,1872] P1 8.68406135557148, P2 8.52251884560148, P3 7.74834019178528, P4 5.53022956564895, 
  [*,1873] P1 10.479854241851, P2 8.26274193173125, P3 5.14924170683056, P4 6.37908039512566, 
  [*,1874] P1 9.11185862155231, P2 10.1030269867636, P3 5.45418984648025, P4 6.06471373680565, 
  [*,1875] P1 6.83302132816987, P2 10.0800198419605, P3 5.73775946106165, P4 5.49507371518522, 
  [*,1876] P1 8.6587979798233, P2 6.34038593862226, P3 6.87353582600574, P4 6.75955488494738, 
  [*,1877] P1 8.70173764814122, P2 11.2679293337756, P3 7.38847948860302, P4 5.93842955539716, 
  [*,1878] P1 7.00132774400866, P2 6.24533683580291, P3 6.65420106210229, P4 6.64878930714863, 
  [*,1879] P1 10.3524439666705, P2 6.87466701060472, P3 5.09242257647561, P4 5.83986597441387, 
  [*,1880] P1 9.78859248685355, P2 7.536125358605, P3 5.41918595812021, P4 5.90608719506475, 
  [*,1881] P1 8.21985077332896, P2 5.19688703982707, P3 7.15405335448892, P4 7.56555183178325, 
  [*,1882] P1 8.94871136388213, P2 6.57267332298542, P3 11.0883067099505, P4 6.88650292974126, 
  [*,1883] P1 6.33200073004586, P2 8.67860185451481, P3 6.50812641354286, P4 6.65521609846883, 
  [*,1884] P1 8.01288000156164, P2 8.8005775417685, P3 8.30369461223379, P4 6.74133988430778, 
  [*,1885] P1 8.26316178497147, P2 6.88291790335984, P3 6.16676083247451, P4 6.68320862747398, 
  [*,1886] P1 11.9540345880822, P2 5.64803572803901, P3 7.1280618201401, P4 5.91819859457041, 
  [*,1887] P1 10.2887401507828, P2 5.74182438092092, P3 7.42625281734669, P4 6.3668275906978, 
  [*,1888] P1 7.2235256196035, P2 6.25252008190998, P3 7.08988213760146, P4 7.30152612764532, 
  [*,1889] P1 6.40297676928365, P2 5.15384956468795, P3 6.30360638160243, P4 7.28662274458176, 
  [*,1890] P1 6.39363088169753, P2 11.2355946132521, P3 7.09956349354909, P4 6.45477363176925, 
  [*,1891] P1 9.15489801804575, P2 5.11785515904046, P3 8.7620381269904, P4 6.35061358897546, 
  [*,1892] P1 10.7139588142531, P2 7.02303459374663, P3 7.53875173643163, P4 5.787668053854, 
  [*,1893] P1 10.4295842869503, P2 7.63441784955327, P3 8.94063795039994, P4 5.63258601931131, 
  [*,1894] P1 10.8745989341348, P2 6.14977735934912, P3 6.25188339545975, P4 5.8593830866253, 
  [*,1895] P1 10.8805963594081, P2 8.29692489207364, P3 5.35181743293901, P4 5.14566285471596, 
  [*,1896] P1 10.6507193349244, P2 9.86452376638455, P3 5.16186762344134, P4 6.45491694258733, 
  [*,1897] P1 9.36718028971865, P2 6.53172208367183, P3 5.67829725917462, P4 5.5893955592544, 
  [*,1898] P1 10.4368839905559, P2 7.53875704759789, P3 6.56106526503818, P4 5.31294609117424, 
  [*,1899] P1 9.73234822353219, P2 6.8345068224487, P3 7.45309033285234, P4 6.04880164605166, 
  [*,1900] P1 11.4662226068053, P2 5.62376939640074, P3 6.84986730449076, P4 5.65803435405824, 
  [*,1901] P1 5.11147959164844, P2 10.3425274550286, P3 8.48201868236619, P4 7.02789028172139, 
  [*,1902] P1 6.24206916783043, P2 5.85147613228406, P3 7.40801883504029, P4 7.16788423972363, 
  [*,1903] P1 8.72667401449706, P2 7.22166217359347, P3 8.07388149414295, P4 6.70451093111508, 
  [*,1904] P1 11.5531279028727, P2 9.09225930674673, P3 8.14339533844842, P4 5.86574519598143, 
  [*,1905] P1 6.964290686483, P2 8.68313475659589, P3 7.85132516650696, P4 6.81206820417311, 
  [*,1906] P1 9.25886578305496, P2 6.62086796661661, P3 10.4467738876224, P4 5.5674479734498, 
  [*,1907] P1 8.34568633075876, P2 10.2344299831298, P3 6.46542573612643, P4 6.01870271805085, 
  [*,1908] P1 10.2606481989775, P2 9.67118332562078, P3 7.77702708448591, P4 5.11202368169958, 
  [*,1909] P1 10.3223943689894, P2 8.15821246504951, P3 7.12966774797939, P4 5.8557197121107, 
  [*,1910] P1 8.68110598512038, P2 6.63449356653684, P3 7.14801742026526, P4 5.96784091826348, 
  [*,1911] P1 6.04462332094768, P2 8.69325543132731, P3 7.81349143081659, P4 7.37207611467572, 
  [*,1912] P1 7.20731836745161, P2 9.33156204311103, P3 7.58156966393449, P4 5.45491184930599, 
  [*,1913] P1 8.12482041532096, P2 5.94237698976368, P3 6.74736095154406, P4 6.25491640814979, 
  [*,1914] P1 5.09086618500355, P2 6.39225325039989, P3 7.77543204024092, P4 7.34506809329453, 
  [*,1915] P1 7.45386122091371, P2 5.8119224936682, P3 8.66669467575653, P4 6.66553538447254, 
  [*,1916] P1 7.94973807312611, P2 8.87803486726546, P3 7.361773058384, P4 5.59014545554373, 
  [*,1917] P1 7.02775979917622, P2 7.26084121672548, P3 9.19821154200869, P4 6.50274254041879, 
  [*,1918] P1 5.58133143072794, P2 10.8990161445295, P3 7.9505875946151, P4 6.92687251450598, 
  [*,1919] P1 5.56049421703556, P2 8.05290313043175, P3 8.30072151926389, P4 5.93703260151415, 
  [*,1920] P1 6.66690817383726, P2 11.8744468461821, P3 6.1636181726219, P4 6.18283852579897, 
  [*,1921] P1 11.4156664936501, P2 8.88124798676476, P3 6.90161056177073, P4 5.72099065191515, 
  [*,1922] P1 5.89991744393971, P2 7.37330160040482, P3 7.32762855570935, P4 6.1151360341394, 
  [*,1923] P1 8.25496619233656, P2 9.39802032786703, P3 7.46986847469437, P4 6.62678002917125, 
  [*,1924] P1 6.97583623913174, P2 9.74418399216423, P3 5.89623817713147, P4 5.45078391941363, 
  [*,1925] P1 9.05356272300151, P2 8.68560048449753, P3 8.72770344496631, P4 5.79756574855905, 
  [*,1926] P1 6.88328182211906, P2 8.49807372021224, P3 6.29854073464746, P4 6.97267262321454, 
  [*,1927] P1 6.19133279655641, P2 7.82453438768264, P3 7.29757236650086, P4 6.91827456138162, 
  [*,1928] P1 8.88483390924802, P2 9.14400483536024, P3 6.33484852666219, P4 6.00020106572634, 
  [*,1929] P1 6.07487829998241, P2 5.89596737405799, P3 7.75101459683269, P4 7.01411456093533, 
  [*,1930] P1 8.38441545096856, P2 9.0290451685233, P3 8.24744007632081, P4 5.54092012690907, 
  [*,1931] P1 11.5681384310036, P2 9.27035098924279, P3 7.01644788998413, P4 6.35286352222323, 
  [*,1932] P1 8.89454217941503, P2 7.91468968245037, P3 6.35913051779155, P4 6.37434448235034, 
  [*,1933] P1 8.4961627125451, P2 10.9138623202348, P3 7.12298118308222, P4 5.94720241247769, 
  [*,1934] P1 7.7508335537131, P2 5.55574575999349, P3 7.76863997046339, P4 6.40153847292604, 
  [*,1935] P1 10.9475788215564, P2 7.14670710951956, P3 8.03488143339582, P4 6.20658868941132, 
  [*,1936] P1 9.70053576065166, P2 6.55466054658694, P3 6.36712349395355, P4 5.3417162796323, 
  [*,1937] P1 7.4686727459784, P2 9.7991834807041, P3 7.38296479717803, P4 6.24457998785519, 
  [*,1938] P1 6.6348284504118, P2 6.15127350291211, P3 9.11064271699225, P4 7.19272705598559, 
  [*,1939] P1 10.3401060880892, P2 9.42452675931035, P3 5.01735745599633, P4 5.14318644122634, 
  [*,1940] P1 11.1828066313307, P2 8.03963342830148, P3 5.51133981894114, P4 5.50008809630633, 
  [*,1941] P1 11.7029723100048, P2 5.70741230773579, P3 7.94934889137866, P4 5.67140689314005, 
  [*,1942] P1 6.72627417189237, P2 9.80063572942743, P3 7.06735856783115, P4 6.59978741650144, 
  [*,1943] P1 9.52625737240571, P2 8.69017537082815, P3 7.7755624414324, P4 5.6806766453158, 
  [*,1944] P1 6.36920398099974, P2 8.86464446978944, P3 5.61110519321957, P4 5.68190534987981, 
  [*,1945] P1 8.58521112272916, P2 6.52175540766638, P3 6.60521951844844, P4 6.71042585089854, 
  [*,1946] P1 7.17150127419746, P2 6.22583952194046, P3 5.43962547297142, P4 6.8462801293878, 
  [*,1947] P1 9.86430632229746, P2 6.04855762026252, P3 7.77531649397401, P4 6.34962349867539, 
  [*,1948] P1 8.69417233575192, P2 5.36893905502829, P3 7.50141124244429, P4 5.95892262275408, 
  [*,1949] P1 5.63482517710138, P2 11.508967369404, P3 5.67007180668322, P4 5.93935814177917, 
  [*,1950] P1 8.27869192029144, P2 7.5207681984192, P3 6.89454937541787, P4 6.29537626393398, 
  [*,1951] P1 9.34631152169165, P2 5.88635682003143, P3 7.1225934591898, P4 5.93421185124831, 
  [*,1952] P1 7.84722291239798, P2 5.25672055243603, P3 8.34349229886774, P4 7.08126063157363, 
  [*,1953] P1 9.96289102023633, P2 8.81930177351583, P3 7.6538123070582, P4 5.84594973490832, 
  [*,1954] P1 9.13744240888677, P2 6.85959369337443, P3 6.44186476650406, P4 5.97558762096727, 
  [*,1955] P1 10.1363307093016, P2 8.94404541059129, P3 7.68618486613379, P4 5.67369025904492, 
  [*,1956] P1 10.4411233713191, P2 9.20903015096994, P3 7.8652012635036, P4 5.68391599246051, 
  [*,1957] P1 7.92136319970888, P2 6.57079747817993, P3 8.30752328297822, P4 6.36181151747061, 
  [*,1958] P1 8.42222239522692, P2 8.4368029656919, P3 5.2245800406215, P4 5.80239025692981, 
  [*,1959] P1 11.9841758680112, P2 9.70742435305024, P3 6.43261212664861, P4 5.39515270774905, 
  [*,1960] P1 6.95843691252298, P2 6.25229833451634, P3 9.44935444917667, P4 6.74054157661603, 
  [*,1961] P1 9.51736130881496, P2 10.0103186767212, P3 6.39836303343003, P4 6.04050196562411, 
  [*,1962] P1 7.79323620631909, P2 8.48940189163772, P3 8.02713998378406, P4 5.61886026093347, 
  [*,1963] P1 8.92991402463532, P2 5.03531048598463, P3 7.820204575823, P4 7.17387145448398, 
  [*,1964] P1 11.2279828024371, P2 8.0851908521192, P3 8.01752670496607, P4 5.78660497033859, 
  [*,1965] P1 6.28272684177586, P2 8.03356405944942, P3 7.73244787524614, P4 6.52203408214429, 
  [*,1966] P1 7.15832385034547, P2 8.01578182575263, P3 8.11343575238809, P4 6.10143437974406, 
  [*,1967] P1 8.59607794862511, P2 8.93713824623486, P3 8.1213308735919, P4 6.59593381542626, 
  [*,1968] P1 9.48735884225264, P2 5.82982159125231, P3 7.51384747765363, P4 6.03828764688925, 
  [*,1969] P1 8.81281401954944, P2 8.56484468026807, P3 8.56682948389533, P4 6.16590101759348, 
  [*,1970] P1 10.8425668623125, P2 5.48490684369432, P3 6.36858627612592, P4 5.63411652943307, 
  [*,1971] P1 11.9696167401707, P2 7.57001057046164, P3 6.99360755033146, P4 5.88992731357776, 
